orbital_period,transit_duration,transit_depth,koi_ror,planet_radius,koi_sma,inclination,equilibrium_temp,insolation,koi_srho,stellar_temp,stellar_logg,stellar_radius,stellar_mass,disposition
397.499229,8.019,2629.7,0.048886,6.57,1.1541,89.95,293.0,1.73,4.30135,6423.0,4.37,1.231,1.296,CANDIDATE
243.954706,2.562,291.7,0.015514,1.35,0.7299,89.95,257.0,1.03,125.39008,5578.0,4.578,0.794,0.87,FALSE POSITIVE
24.9093027,3.8,332.6,0.017666,1.32,0.1507,88.98,452.0,9.9,1.66967,4810.0,4.633,0.685,0.751,CANDIDATE
192.138741,3.218,151.4,0.011257,1.93,0.6782,89.95,407.0,6.48,50.08287,6065.0,4.098,1.569,1.126,CANDIDATE
281.95332,2.756,1039.0,0.030626,2.31,0.7622,89.95,204.0,0.41,64.0225,4864.0,4.628,0.692,0.746,CANDIDATE
12.71368909,1.875,192.2,0.012715,1.09,0.1014,89.78,700.0,56.78,15.9714,5715.0,4.586,0.782,0.872,FALSE POSITIVE
25.26363805,2.72,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
1.391716834,1.421,41.0,0.005552,36.19,0.0234,88.18,8346.0,1150147.99,3.87248,3749.0,0.833,59.684,0.885,FALSE POSITIVE
70.516233809,4.09296,330180.0,0.612125,52.74,0.3065,89.83,390.0,5.47,29.36026,5511.0,4.531,0.789,0.773,FALSE POSITIVE
2.645596805,2.9095,1272.7,0.281053,167.05,0.0437,61.39,2452.0,8539.63,0.04683,4980.0,3.167,5.443,1.589,FALSE POSITIVE
388.67155,11.701,371.3,0.017278,1.49,0.9976,89.95,210.0,0.46,2.14404,5354.0,4.587,0.788,0.884,CANDIDATE
105.6327297,2.73,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
274.553579,5.95,218.3,0.013616,1.66,0.8227,89.95,322.0,2.55,11.2395,6267.0,4.334,1.118,0.981,FALSE POSITIVE
251.02304011,3.11,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
1.80774253,2.637,592.6,0.027218,5.29,0.0278,70.47,1822.0,2606.24,0.11454,5164.0,3.88,1.779,0.876,FALSE POSITIVE
520.655224,12.94,314.9,0.016092,7.58,1.4248,89.95,401.0,6.12,1.90902,5227.0,3.321,4.313,1.419,CANDIDATE
369.93355,7.6,995.0,0.028954,3.24,1.0371,89.95,270.0,1.25,7.49308,6158.0,4.453,1.024,1.08,CANDIDATE
28.7369766,1.586,525.0,0.020908,1.95,0.1798,89.95,550.0,21.64,63.49709,5722.0,4.547,0.854,0.937,FALSE POSITIVE
2.45649061,2.844,287.8,0.015181,14.14,0.0333,88.56,3440.0,33039.62,0.91609,4870.0,2.486,8.531,0.812,FALSE POSITIVE
98.51783198,1.65,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
457.513348,5.763,562.5,0.029487,25.18,1.4802,89.95,512.0,16.21,1.00913,5047.0,2.966,7.821,2.064,FALSE POSITIVE
224.02589924,2.93,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
323.77153,17.57,353.7,0.016771,1.44,0.8795,89.95,216.0,0.52,0.52378,5196.0,4.586,0.784,0.863,FALSE POSITIVE
641.60204,16.762,237.3,0.014294,1.61,1.4993,89.95,230.0,0.66,1.02266,6277.0,4.449,1.031,1.085,CANDIDATE
40.0389613,1.711,109.4,0.009674,0.95,0.2139,89.95,517.0,16.85,56.44244,5701.0,4.437,0.903,0.813,FALSE POSITIVE
22.571972634,4.00349,79326.0,0.485141,46.14,0.1419,88.66,617.0,34.24,3.38469,5645.0,4.431,0.871,0.746,FALSE POSITIVE
28.406342,2.598,223.6,0.01379,1.41,0.1793,89.95,613.0,33.44,13.23731,6085.0,4.474,0.936,0.952,CANDIDATE
1.018861199,6.5005,291210.0,0.511934,93.47,0.0201,79.76,2505.0,9299.2,0.14873,6225.0,4.009,1.672,1.041,FALSE POSITIVE
80.519237,4.044,92.5,0.008838,1.08,0.3759,89.95,476.0,12.11,10.38477,6251.0,4.378,1.119,1.089,FALSE POSITIVE
149.356804,15.415,171.6,0.012122,2.92,0.5907,89.95,560.0,23.18,0.3429,6569.0,3.842,2.203,1.232,FALSE POSITIVE
264.466625,6.371,437.3,0.019316,2.61,0.8599,89.98,346.0,3.41,8.91643,6551.0,4.337,1.236,1.213,CANDIDATE
151.77884,2.615,189.7,0.012709,4.35,0.6438,89.95,616.0,34.01,71.60982,6328.0,3.634,3.134,1.542,CANDIDATE
50.47759052,2.02,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
113.993156,7.721,69.7,0.008176,2.23,0.5697,89.38,729.0,66.64,0.78968,7892.0,3.921,2.496,1.894,CANDIDATE
2.79123954,2.843,154.8,0.012196,2.22,0.0425,82.56,1771.0,2322.96,0.39932,6407.0,4.111,1.668,1.311,FALSE POSITIVE
223.31769215,3.54,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
44.637111,5.868,282.5,0.015069,1.28,0.222,89.97,432.0,8.22,1.94688,5222.0,4.518,0.78,0.73,FALSE POSITIVE
102.493119,2.814,636.1,0.031265,2.7,0.41,89.38,317.0,2.37,2.11048,5166.0,4.583,0.791,0.871,CANDIDATE
284.94212784,3.2,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
365.620697,32.263,27188.0,0.152085,12.75,0.9018,89.95,215.0,0.5,0.11372,5273.0,4.531,0.768,0.73,FALSE POSITIVE
6.13292733,1.561,58.7,0.007003,1.56,0.0719,89.56,1379.0,854.43,12.85271,5877.0,3.941,2.034,1.316,CANDIDATE
12.63063129,2.212,300.8,0.015742,1.37,0.1019,89.98,689.0,53.17,10.31352,5579.0,4.58,0.798,0.892,CANDIDATE
191.272501,3.064,286.5,0.015878,1.59,0.6103,89.95,310.0,2.18,38.49302,5727.0,4.43,0.918,0.827,FALSE POSITIVE
286.02266,10.43,1036.0,0.029179,2.03,0.7259,89.95,180.0,0.25,1.90742,4368.0,4.624,0.637,0.624,CANDIDATE
7.95445779,4.6012,6269.4,0.072733,9.5,0.0794,89.91,1064.0,303.36,0.85212,6217.0,4.306,1.196,1.052,CANDIDATE
331.70918,7.44,3463.0,77.534561,6815.75,0.8952,85.37,221.0,0.56,139.96762,5282.0,4.565,0.805,0.868,CANDIDATE
575.42002,17.22,401.7,0.018407,1.91,1.3184,89.95,225.0,0.61,0.97015,6025.0,4.448,0.949,0.922,FALSE POSITIVE
297.78282,18.38,392.4,0.018124,1.17,0.7267,89.95,167.0,0.18,0.38286,4192.0,4.657,0.59,0.577,CANDIDATE
137.396194,17.61,155.4,0.01166,3.38,0.5691,89.42,517.0,16.87,0.13726,5425.0,3.704,2.655,1.304,CANDIDATE
365.739893,1.218,300.7,0.016649,1.73,0.9391,89.95,241.0,0.8,891.06757,5420.0,4.396,0.953,0.825,CANDIDATE
104.198102,3.2,652.2,0.023198,5.13,0.412,89.95,497.0,14.46,24.00002,5087.0,3.759,2.024,0.857,CANDIDATE
368.72715,5.06,426.6,0.018925,1.55,0.9183,89.95,215.0,0.51,21.26879,5401.0,4.569,0.749,0.76,FALSE POSITIVE
74.833577,3.247,86.4,0.008507,1.68,0.3555,89.95,590.0,28.65,18.58076,5933.0,3.953,1.807,1.07,CANDIDATE
8.5852872,2.834,1406.0,0.033832,3.02,0.0795,89.93,777.0,85.95,3.51257,5488.0,4.57,0.818,0.913,CANDIDATE
100.303613,10.578,488040.0,0.68964,78.77,0.4221,89.81,421.0,7.41,3.17859,6060.0,4.397,1.046,0.994,FALSE POSITIVE
102.100752,2.009,194.2,0.013136,2.63,0.4737,89.95,551.0,21.84,73.73154,6359.0,4.046,1.83,1.358,CANDIDATE
6.263491873,0.8513,2829.0,0.049515,6.46,0.0651,89.95,1180.0,458.5,98.68123,6247.0,4.255,1.194,0.936,CANDIDATE
0.83620025,3.7127,331280.0,0.601113,65.64,0.0174,78.42,1932.0,3299.29,0.58692,5780.0,4.438,1.0,1.0,FALSE POSITIVE
335.43143,10.3,228.1,0.01382,7.12,1.1236,89.95,468.0,11.31,2.07231,5172.0,3.315,4.721,1.679,CANDIDATE
558.21886,13.556,1539.4,0.035749,3.1,1.2704,90.0,198.0,0.36,2.0984,5679.0,4.581,0.794,0.886,CANDIDATE
290.02002,23.87,172.5,0.012446,1.56,0.9025,89.38,321.0,2.51,0.11387,6452.0,4.384,1.148,1.164,CANDIDATE
279.21957,10.015,333.5,0.017301,4.92,0.8635,89.95,395.0,5.77,1.2964,5159.0,3.648,2.604,1.101,CANDIDATE
348.665961,3.849,391.2,0.017899,9.56,1.0528,89.95,493.0,13.93,53.77898,5183.0,3.166,4.89,1.276,CANDIDATE
616.34132,12.724,1287.0,0.032791,2.11,1.1794,89.95,131.0,0.07,2.47947,4197.0,4.659,0.588,0.575,FALSE POSITIVE
222.28056,3.035,271.9,0.015286,2.56,0.777,89.95,405.0,6.37,65.49822,6543.0,4.17,1.531,1.268,CANDIDATE
570.01886,3.52,428.5,0.018755,1.62,1.282,89.95,190.0,0.31,110.20874,5496.0,4.579,0.79,0.863,CANDIDATE
378.93139106,14.11,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
580.85326788,16.63,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
390.40832,7.916,251.9,0.014418,0.63,0.7839,89.95,115.0,0.04,6.91369,3659.0,4.858,0.4,0.42,FALSE POSITIVE
191.528018,2.342,171.8,0.012022,1.32,0.6436,89.95,334.0,2.95,130.13246,6054.0,4.416,1.009,0.969,FALSE POSITIVE
386.59946,3.305,380.7,0.017991,1.89,1.0523,89.95,259.0,1.06,88.0018,6137.0,4.487,0.963,1.038,FALSE POSITIVE
15.4032765,3.246,253.0,0.01518,1.32,0.1101,88.77,626.0,36.41,1.95877,5272.0,4.508,0.799,0.751,FALSE POSITIVE
7.58062893,3.484,86.1,0.00854,0.97,0.0764,88.59,937.0,182.01,1.23194,5753.0,4.417,1.041,1.034,CANDIDATE
61.0011095,1.049,408.0,0.019952,2.55,0.3262,89.95,536.0,19.57,175.59875,6418.0,4.395,1.171,1.241,FALSE POSITIVE
198.232389,1.919,416.4,0.018772,2.28,0.6849,89.95,352.0,3.64,249.97726,6263.0,4.382,1.113,1.084,FALSE POSITIVE
0.66062715,4.56,248.5,0.222599,26.13,0.0154,11.23,2327.0,6966.29,0.08097,6322.0,4.426,1.075,1.124,FALSE POSITIVE
248.421771,4.187,704.0,0.026949,18.92,0.8927,89.95,579.0,26.64,8.34243,4895.0,3.008,6.428,1.533,CANDIDATE
456.5734,5.465,397.5,0.017864,7.88,1.1533,89.95,413.0,6.88,23.75693,5002.0,3.216,4.042,0.979,FALSE POSITIVE
601.13797,15.26,172.8,0.011937,1.81,1.3967,89.99,254.0,0.99,1.47081,5786.0,4.155,1.388,1.003,FALSE POSITIVE
344.06248,15.6,136.3,0.013019,5.26,1.2186,89.18,589.0,28.42,0.04516,7664.0,3.611,3.697,2.039,FALSE POSITIVE
39.94344731,1.71,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
551.22396,5.896,570.7,0.021706,2.1,1.3184,89.95,206.0,0.42,22.63622,5691.0,4.544,0.887,1.003,CANDIDATE
466.90824,2.64,660.0,0.023109,2.19,1.0865,89.95,210.0,0.46,226.76862,5340.0,4.456,0.867,0.783,FALSE POSITIVE
361.30991,12.968,275.6,0.014657,7.07,1.1641,89.95,422.0,7.5,1.44608,4911.0,3.354,4.419,1.608,FALSE POSITIVE
199.4424134,7.2533,32172.0,0.43918,56.11,0.6615,89.38,344.0,3.32,2.36651,5869.0,4.288,1.17,0.971,FALSE POSITIVE
31.59115876,2.6431,1434.4,0.290914,72.91,0.1953,87.66,783.0,88.84,0.54032,5178.0,3.714,2.295,0.995,FALSE POSITIVE
356.99135,17.03,747.8,0.024821,2.47,0.9483,89.95,240.0,0.78,0.60134,5539.0,4.467,0.913,0.892,FALSE POSITIVE
96.120478,1.125,285.4,0.016081,2.08,0.397,89.95,460.0,10.62,364.59464,6038.0,4.245,1.186,0.902,FALSE POSITIVE
9.63647672,2.999,47.6,0.006145,2.02,0.0994,89.89,1243.0,565.04,3.0605,5125.0,3.631,3.007,1.411,FALSE POSITIVE
45.680876,2.293,350.3,0.016768,14.5,0.244,89.95,1215.0,514.91,31.55337,4835.0,2.608,7.917,0.927,FALSE POSITIVE
43.169798,9.686,120.8,0.010427,1.47,0.2338,88.81,615.0,33.77,0.23637,5929.0,4.176,1.292,0.914,FALSE POSITIVE
395.94327,16.09,1506.0,0.034141,2.53,0.9443,89.95,172.0,0.21,0.87188,4596.0,4.63,0.678,0.714,CANDIDATE
76.37924,0.645,276.3,0.016922,1.73,0.3286,89.95,406.0,6.41,838.20398,5451.0,4.404,0.936,0.81,CANDIDATE
58.669218,3.712,169.4,0.011875,1.28,0.2918,89.95,450.0,9.68,8.44604,5548.0,4.433,0.986,0.961,CANDIDATE
355.84731,16.68,123.9,0.010324,1.68,1.08,89.95,354.0,3.71,0.6423,6823.0,4.212,1.493,1.332,CANDIDATE
61.611129,14.96,82.9,0.008499,1.29,0.323,89.29,597.0,30.02,0.1292,6533.0,4.227,1.386,1.184,CANDIDATE
150.728285,2.718,213.5,0.013405,1.27,0.5487,89.95,321.0,2.51,58.72355,5778.0,4.544,0.871,0.967,CANDIDATE
253.790434,3.702,604.0,0.022145,2.06,0.7588,89.95,253.0,0.97,43.76113,5426.0,4.535,0.85,0.902,CANDIDATE
322.544807,11.236,88.0,0.008442,0.68,0.8613,89.95,219.0,0.55,1.96578,5359.0,4.611,0.741,0.823,FALSE POSITIVE
35.6606167,1.59,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
22.57494749,36.756,1344.1,0.308725,49.49,0.1673,49.01,860.0,129.25,0.00027,6581.0,4.192,1.468,1.23,FALSE POSITIVE
587.38162,11.973,863.6,0.028445,36.77,1.8953,89.95,527.0,18.29,1.31548,4784.0,2.711,11.839,2.629,CANDIDATE
85.5692223,4.954,539.2,0.032157,6.85,0.3798,88.69,536.0,19.51,0.20196,5361.0,3.856,1.951,0.997,FALSE POSITIVE
7.07987663,2.589,309.8,0.015507,1.36,0.0666,89.91,738.0,70.05,3.60313,4808.0,4.521,0.806,0.785,CANDIDATE
91.240335,2.314,206.1,0.013278,1.75,0.4058,89.95,494.0,14.03,62.63988,6493.0,4.305,1.205,1.065,CANDIDATE
357.41382,3.675,777.0,0.025637,3.01,1.0151,89.95,283.0,1.52,63.58657,6233.0,4.412,1.076,1.086,CANDIDATE
359.854745,3.429,302.4,0.017642,2.25,1.0501,89.95,302.0,1.97,17.9291,6495.0,4.379,1.168,1.19,CANDIDATE
89.366114,3.945,494.0,0.020614,1.97,0.3819,89.95,391.0,5.54,10.29961,5861.0,4.522,0.875,0.929,CANDIDATE
422.255426,4.974,1935.0,0.040958,5.09,1.1357,89.95,277.0,1.39,26.43813,6273.0,4.364,1.139,1.092,FALSE POSITIVE
37.6259039,3.91,411.0,0.018992,1.81,0.2172,89.57,519.0,17.13,3.78306,5874.0,4.542,0.871,0.963,CANDIDATE
100.41475198,1.72,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
41.9934673,3.226,293.7,0.015566,1.56,0.2335,89.97,503.0,15.19,11.01888,5766.0,4.498,0.915,0.963,CANDIDATE
94.67782,2.215,287.0,0.015477,1.46,0.3885,89.95,353.0,3.67,62.84396,5360.0,4.503,0.866,0.869,CANDIDATE
290.196139,13.698,281.0,0.015371,2.35,0.9128,89.99,341.0,3.2,0.99648,6238.0,4.224,1.403,1.204,CANDIDATE
471.39698,10.714,329.9,0.016945,1.87,1.2155,89.95,265.0,1.16,2.85227,6587.0,4.463,1.008,1.078,FALSE POSITIVE
175.452812,2.734,141.8,0.010969,3.96,0.7047,89.95,591.0,28.77,72.28739,6184.0,3.58,3.304,1.516,CANDIDATE
367.07446,5.887,368.3,0.017647,2.15,1.0547,89.99,287.0,1.59,15.78651,6315.0,4.407,1.116,1.161,CANDIDATE
366.684634,3.284,456.3,0.019839,10.75,1.2691,89.95,444.0,9.18,57.83994,5090.0,3.353,4.962,2.023,CANDIDATE
291.306507,2.91,1132.0,0.030489,2.49,0.7716,89.95,219.0,0.54,92.04774,5031.0,4.548,0.748,0.72,CANDIDATE
93.006,2.461,125.4,0.010359,1.97,0.4073,89.95,503.0,15.18,39.44068,5518.0,3.973,1.742,1.04,CANDIDATE
26.46288074,1.4,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
436.42852,13.8,163.9,0.011866,1.26,1.1288,89.95,245.0,0.86,1.15862,5997.0,4.466,0.971,1.004,FALSE POSITIVE
20.69920737,2.17,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
466.002988,10.278,2363.6,0.051475,4.92,1.1654,89.76,223.0,0.58,0.76182,5830.0,4.54,0.876,0.97,CANDIDATE
302.77571,3.183,1106.0,0.03016,1.0,0.5874,89.95,106.0,0.03,84.63956,3358.0,4.944,0.303,0.294,CANDIDATE
115.19952922,2.67,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
355.86134,23.39,1220.7,0.031879,2.79,0.9429,90.0,233.0,0.7,0.25762,5736.0,4.576,0.801,0.892,CANDIDATE
236.506437,5.004,744.4,0.024357,10.37,0.8455,89.95,480.0,12.54,16.57918,5066.0,3.414,3.9,1.442,CANDIDATE
19.3854894,1.031,4560.0,0.061464,6.13,0.1312,89.95,632.0,37.73,178.09914,5432.0,4.42,0.913,0.801,CANDIDATE
416.87893121,4.45,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
48.38798413,1.23,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
357.588538,3.367,344.8,0.017246,3.53,1.1418,89.95,420.0,7.38,80.35636,7435.0,4.082,1.876,1.547,CANDIDATE
545.205601,3.296,199.7,0.01313,1.66,1.3395,89.95,257.0,1.03,110.15084,6273.0,4.345,1.155,1.073,CANDIDATE
105.053389,1.988,176.7,0.012324,1.52,0.4566,89.95,449.0,9.61,108.75275,6471.0,4.392,1.13,1.147,CANDIDATE
24.7967294,4.278,970.5,0.037093,3.14,0.1583,87.0,537.0,19.62,0.18544,5496.0,4.592,0.776,0.869,CANDIDATE
44.7060191,0.25,292.0,0.682839,60.47,0.2219,89.95,465.0,11.01,678.07544,5509.0,4.482,0.811,0.727,CANDIDATE
125.277815,4.442,432.3,0.018635,15.75,0.6174,89.95,799.0,96.53,12.4315,5119.0,2.961,7.738,1.997,CANDIDATE
27.2020672,1.811,180.3,0.012294,1.87,0.1808,89.89,719.0,63.31,37.19627,5869.0,4.175,1.396,1.065,CANDIDATE
64.713168094,5.69869,312970.0,0.583206,62.03,0.3106,89.74,482.0,12.8,9.47957,6175.0,4.44,0.974,0.952,FALSE POSITIVE
40.7282314,13.677,221.8,0.018806,4.58,0.2692,80.79,829.0,111.83,0.0027,6531.0,3.936,2.231,1.566,CANDIDATE
183.38048452,3.25,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
1.036592136,2.296,2118.2,0.306758,293.01,0.0231,46.75,4194.0,73013.77,0.107,4884.0,2.737,8.747,1.522,FALSE POSITIVE
398.51312,5.41,249.2,0.014876,1.23,0.9961,89.95,222.0,0.58,14.40298,5776.0,4.596,0.759,0.83,CANDIDATE
559.785594,3.496,274.8,0.015474,1.88,1.3356,89.95,249.0,0.92,88.47105,6201.0,4.352,1.111,1.011,CANDIDATE
109.43946,3.801,187.1,0.012326,1.0,0.419,89.95,314.0,2.31,17.22367,5359.0,4.611,0.741,0.823,CANDIDATE
194.25835342,3.15,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
164.507439,11.428,433.8,0.019279,2.15,0.5707,89.95,346.0,3.39,0.78466,5866.0,4.382,1.02,0.916,CANDIDATE
370.84786,13.966,1440.0,0.041614,4.03,1.0076,89.38,219.0,0.54,0.19087,5291.0,4.539,0.886,0.989,CANDIDATE
73.908995,3.916,100.5,0.009385,0.94,0.3464,89.95,421.0,7.44,7.06973,5865.0,4.518,0.918,1.012,CANDIDATE
96.32561456,2.28,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
212.646179,2.539,953.0,0.028341,3.19,0.727,89.95,321.0,2.5,114.13155,6108.0,4.466,1.03,1.132,CANDIDATE
371.54879,9.841,125.6,0.010832,1.13,0.9599,89.95,230.0,0.66,1.40423,5225.0,4.41,0.954,0.853,FALSE POSITIVE
226.499243,1.328,127.4,0.010211,0.89,0.6692,89.95,245.0,0.86,755.75616,5093.0,4.525,0.798,0.777,FALSE POSITIVE
251.48808,6.8,305.0,0.017704,1.74,0.7757,89.95,284.0,1.55,1.66823,5979.0,4.52,0.902,0.984,CANDIDATE
32.4185265,5.154,110.7,0.010304,1.62,0.1877,88.81,687.0,52.7,0.74035,5622.0,4.044,1.441,0.84,CANDIDATE
19.159760875,3.10166,32491.0,0.447952,25.24,0.1126,88.24,424.0,7.65,3.02257,4492.0,4.727,0.516,0.518,CANDIDATE
2.61594288,6.45,72.1,0.008318,0.92,0.0386,72.51,1370.0,831.27,0.03653,6063.0,4.476,1.012,1.117,FALSE POSITIVE
1.686009643,1.1818,390.4,0.018813,1.81,0.0275,86.5,1442.0,1024.99,5.2872,5783.0,4.539,0.88,0.977,FALSE POSITIVE
32.033211,5.289,71.3,0.007707,0.85,0.2044,89.99,591.0,28.78,1.86912,6039.0,4.478,1.005,1.108,CANDIDATE
43.3975622,3.908,585.3,0.021385,1.69,0.2224,89.95,388.0,5.35,6.47659,4871.0,4.608,0.725,0.778,CANDIDATE
478.79185021,4.06,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
344.961485,3.023,427.9,0.018978,1.61,0.8588,89.95,230.0,0.66,96.53039,5481.0,4.51,0.775,0.709,FALSE POSITIVE
22.2659599,4.816,61.3,0.007252,1.18,0.1716,89.95,896.0,152.29,1.71653,6888.0,4.223,1.492,1.363,CANDIDATE
199.064336,13.623,265.0,0.016309,6.12,0.7637,89.42,483.0,12.81,0.20059,5157.0,3.541,3.436,1.496,CANDIDATE
277.114286,3.926,567.1,0.021302,17.56,1.0509,89.95,605.0,31.66,41.08304,5117.0,2.986,7.549,2.012,CANDIDATE
323.159363,2.427,368.6,0.017259,3.41,0.8873,89.95,331.0,2.83,200.00937,5251.0,3.872,1.811,0.891,CANDIDATE
21.512259,4.337,131.3,0.010344,1.13,0.1495,89.95,639.0,39.45,2.25955,5611.0,4.424,0.997,0.962,CANDIDATE
303.226376,1.802,1464.0,0.035058,3.66,0.8778,89.95,274.0,1.33,476.40961,5952.0,4.469,0.955,0.982,CANDIDATE
22.8631517,1.659,103.3,0.00909,4.84,0.1951,89.95,1112.0,361.26,41.05253,5043.0,3.339,4.874,1.893,CANDIDATE
97.942437,2.575,100.2,0.009176,2.29,0.4443,89.95,600.0,30.59,49.72281,5997.0,3.806,2.284,1.217,CANDIDATE
163.820347,1.331,1196.0,0.030812,2.59,0.5557,89.95,251.0,0.93,604.9339,4822.0,4.594,0.771,0.851,FALSE POSITIVE
151.577009,2.59,467.9,0.020065,3.67,0.6083,89.95,502.0,14.96,77.57838,6854.0,4.106,1.674,1.308,FALSE POSITIVE
493.30572,5.425,404.5,0.018001,1.08,0.9988,89.95,149.0,0.12,23.34337,4558.0,4.697,0.548,0.544,CANDIDATE
449.87203,6.539,1130.0,0.030192,2.59,1.0903,89.95,199.0,0.37,14.44296,5310.0,4.578,0.786,0.853,CANDIDATE
419.93373,10.29,285.0,0.01585,1.82,1.1253,89.95,285.0,1.57,2.60918,6686.0,4.425,1.053,1.074,CANDIDATE
322.221973,7.531,465.6,0.019817,2.18,0.9233,89.95,277.0,1.4,6.3071,6026.0,4.437,1.006,1.007,CANDIDATE
235.413973,3.065,1027.0,0.029306,3.2,0.7645,89.95,304.0,2.03,73.91545,6028.0,4.468,1.001,1.073,CANDIDATE
366.68293,3.854,1075.0,0.033201,3.15,0.9305,89.95,222.0,0.58,16.63257,5217.0,4.462,0.869,0.799,CANDIDATE
240.57135,11.164,921.5,0.028417,2.93,0.7621,89.83,302.0,1.96,1.14121,6146.0,4.497,0.943,1.02,CANDIDATE
217.792748,4.695,1487.0,0.043916,6.15,0.7021,89.69,334.0,2.94,1.99493,5600.0,4.209,1.283,0.97,CANDIDATE
259.34304,16.04,349.7,0.017252,6.04,0.9302,89.77,449.0,9.65,0.40427,5490.0,3.629,3.204,1.592,CONFIRMED
388.03884851,4.44,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
8.34410791,1.606,255.2,0.015186,1.75,0.0834,89.08,993.0,229.93,10.65244,6321.0,4.434,1.058,1.108,FALSE POSITIVE
4.76815507,2.115,61.0,0.006925,0.49,0.0477,89.85,761.0,79.48,4.33134,4680.0,4.618,0.649,0.638,CANDIDATE
545.45623972,5.91,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
2.709570339,5.57527,13171.0,0.393433,223.75,0.0435,62.78,2427.0,8211.89,0.05103,5030.0,3.18,5.208,1.498,FALSE POSITIVE
49.49059818,1.61,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,CANDIDATE
364.18129,6.65,469.5,0.019149,1.78,0.9383,89.95,209.0,0.45,10.97729,4988.0,4.498,0.85,0.829,CANDIDATE
37.7935113,1.718,67.2,0.007533,0.89,0.2279,89.95,592.0,29.06,63.69892,6178.0,4.417,1.076,1.098,CANDIDATE
0.855294909,2.89112,6771.6,0.371989,49.03,0.0176,43.78,2137.0,4916.23,0.14049,5846.0,4.27,1.207,0.988,FALSE POSITIVE
350.609298,1.621,369.5,0.017817,3.88,1.047,89.95,405.0,6.37,729.72253,6658.0,3.934,1.992,1.244,FALSE POSITIVE
172.621943,4.435,788.0,0.025576,26.09,0.7631,89.95,790.0,92.12,15.54056,5119.0,2.795,9.343,1.983,CANDIDATE
264.708077,3.975,461.3,0.019432,6.17,0.8757,89.95,425.0,7.68,34.86256,5283.0,3.617,2.907,1.277,CANDIDATE
452.40428,17.2,216.7,0.014068,1.58,1.1753,89.95,256.0,1.01,0.40529,6195.0,4.437,1.029,1.051,FALSE POSITIVE
0.699985822,3.02633,389430.0,0.585308,46.27,0.0143,84.51,1653.0,1761.47,0.96481,5264.0,4.617,0.724,0.807,FALSE POSITIVE
8.67237968,2.826,99.1,0.009044,0.87,0.0796,89.38,825.0,109.61,3.2406,5620.0,4.498,0.882,0.893,CANDIDATE
